"PREC"	"EVAP"
0.8755	2.3133690982389
2.35183333333333	1.86107123770341
0	2.56125703118214
0.0343333333333333	2.66916071205758
3.48483333333333	2.30152100355126
7.86233333333333	2.1864901050788
4.97833333333333	3.15381064732115
2.38616666666667	2.68847136098225
0.1545	3.1098826613347
5.57916666666667	2.84573920542713
6.0255	3.41736750034212
0.103	2.94617839431582
0.6695	3.03749584861488
2.30033333333333	2.67247714164984
8.66916666666667	2.24350348836566
0.446333333333333	2.76480065104854
0.909833333333333	2.96422216442183
0.0515	2.37651578100971
0	2.80794090276809
0.446333333333333	3.40512461944118
0.6695	2.58372642616284
0.137333333333333	2.77381491572413
0.0343333333333333	3.72911136805255
0.1545	3.87752532035037
0.841166666666667	2.87088489452365
0	3.20064512730487
0.394833333333333	2.77175645878119
0.738166666666667	3.19549793056796
0	3.40116617294743
0.137333333333333	2.82805362170323
0.1545	3.18760682960055
0	3.9500919018231
1.9055	3.25523914581868
1.133	2.96443975540138
1.442	3.34323698658003
0.0515	3.37794772557673
1.61366666666667	3.11420802077119
8.73783333333333	2.5956114782303
2.64366666666667	2.86092677192075
1.57933333333333	2.63620916817237
0.6695	3.01099589308043
1.06433333333333	3.1641309005829
3.84533333333333	2.4479830602902
1.99133333333333	3.10386304184045
2.0085	2.98398914614593
2.50633333333333	2.98009117648893
4.2745	3.75665735718381
1.35616666666667	3.15396139337006
1.751	3.5346127781325
1.68233333333333	3.41363145464859
0	3.83194753566342
0.686666666666667	3.51206589398683
0.721	3.62232100455053
5.2015	3.4619544614063
6.09416666666667	2.50533116246679
0	4.09764184806844
0.686666666666667	4.30785056604409
0.137333333333333	3.70629389498594
4.944	3.11320662172252
11.3815	3.54136405186589
3.07283333333333	4.08873638660973
4.944	2.94268031885351
3.31316666666667	2.63662296234796
2.91833333333333	3.7288133324709
2.18016666666667	2.78620345661944
3.5535	3.11754965817096
7.3645	2.96540086614099
3.00416666666667	3.60172539823926
0.412	4.14879162411057
2.3175	3.6834803136398
0.789666666666667	3.87596249052118
1.30466666666667	3.65339795236491
0.652333333333333	3.92074248130602
2.28316666666667	2.92296386958555
0.7725	3.79343276553959
0.961333333333333	3.91674817006129
0.274666666666667	3.71181586279487
0.137333333333333	4.25737972876856
0.600833333333333	4.27361888910852
1.09866666666667	3.19807912052341
6.57483333333333	3.36965476588943
14.8835	3.85830800819487
1.06433333333333	4.65544343675654
1.25316666666667	4.66566965336047
2.50633333333333	3.90073188813804
1.8025	4.13877909925353
0.6695	4.18719344654145
0.343333333333333	3.99998945358647
1.63083333333333	3.66909359176602
1.5965	3.81479326221844
0.446333333333333	4.05778616010567
5.2015	3.46252233268541
12.1711666666667	3.69717147458087
1.5965	3.87229190398392
0.6695	4.51729192329589
17.5958333333333	4.83472502601955
5.78516666666667	3.57072512766036
1.57933333333333	4.54474329237718
6.24866666666667	3.00982885339285
4.56633333333333	3.22262754264155
4.92683333333333	3.01519277009357
2.50633333333333	3.94165597759775
1.92266666666667	3.86826117649013
2.81533333333333	3.56082740928017
3.67366666666667	3.44167859295097
3.811	3.90643741658347
2.48916666666667	4.01061271193627
0.120166666666667	4.13481048140205
4.54916666666667	4.21547805524105
2.38616666666667	4.25195068657938
1.30466666666667	4.13941654539173
3.1415	3.83266349642976
6.91816666666667	3.30143708969181
4.49766666666667	3.00033520213977
2.43766666666667	3.23795151254793
8.6005	3.52678127579607
8.48033333333333	4.26520419222811
8.6005	3.37195237941267
2.8325	3.96249177989565
0.738166666666667	3.91888646023293
4.72083333333333	3.40576115331938
5.5105	4.21478095960146
0.635166666666667	3.47248239250402
0.600833333333333	3.12272484965751
2.84966666666667	3.88236613671817
2.79816666666667	3.78318079416711
3.811	3.96784287761252
4.77233333333333	2.71940962925254
10.0081666666667	3.30692298336502
1.61366666666667	3.69387262486571
2.59216666666667	3.71382108346696
1.04716666666667	4.34617851757676
0.806833333333333	3.13784693556434
5.32166666666667	3.3181030292987
2.23166666666667	3.606201484728
3.05566666666667	2.65226201430509
6.1285	3.48235677044819
5.2015	3.78386716935309
0.618	3.82373410688028
2.74666666666667	4.10564843289923
1.97416666666667	3.66641428332263
0.789666666666667	4.13893854562112
10.094	3.07031963333133
10.4545	2.95865435175699
2.79816666666667	3.17392009664952
2.19733333333333	3.02435099503358
0.824	4.19900443737329
0.120166666666667	3.5443592086823
0.497833333333333	4.1705904033389
10.4373333333333	3.35381076474847
0.412	3.61003879802535
0.5665	3.68143282746824
7.91383333333333	3.46785864432038
1.76816666666667	3.10513678368666
1.957	3.52856902359322
1.37333333333333	3.54715114967418
0.343333333333333	3.74042728674469
1.88833333333333	3.93030814049433
0.652333333333333	3.50253381684939
0.429166666666667	3.15275768996282
2.90116666666667	3.32482959409713
3.63933333333333	3.54897946134971
0.721	2.67877114116959
1.47633333333333	3.37920574079425
5.13283333333333	3.28662816951093
0	2.97155592304654
4.0685	3.64355396117115
2.38616666666667	3.1348219431105
0.2575	3.11149009178727
0.309	3.18190960981018
0.188833333333333	3.45109485111014
10.7291666666667	2.84547650782419
2.04283333333333	3.71097021577533
0.0171666666666667	2.97392212401803
3.708	3.42256335301006
2.472	3.181970620273
5.59633333333333	3.33103837280843
2.18016666666667	2.76311729568556
5.23583333333333	2.32284431770786
6.55766666666667	2.52170109294121
0.446333333333333	3.01318125981587
0.377666666666667	2.88551606634505
0	2.58956956514906
0.429166666666667	3.16230302710298
0.480666666666667	2.86590508045836
2.5235	2.25235601392467
3.8625	2.98135300428429
1.51066666666667	2.67985735589823
0.515	2.14790812957522
3.1415	2.65355896236704
0.223166666666667	2.87520369816162
0	3.30922242179672
0	2.53082450331661
0.274666666666667	2.60915286887636
2.18016666666667	2.80048970641693
0.6695	2.34021310972713
7.828	2.23239726098044
1.11583333333333	2.53558136990308
3.09	1.64215494470495
2.96983333333333	1.78351154896475
2.69516666666667	1.82333981042007
1.3905	2.47723165342592
1.06433333333333	2.32124589685264
0.188833333333333	2.16921043306002
0.549333333333333	2.07836380288482
0.0171666666666667	2.107644992395
0.0515	2.49829155319212
2.71233333333333	2.02660861410905
2.86683333333333	2.18409117482977
4.80666666666667	2.05954464767781
0.858333333333333	2.49384771259043
0.635166666666667	2.14635899944432
0.120166666666667	1.70377773530241
0.377666666666667	2.07736788772226
0.291833333333333	1.61864280784078
0.515	1.71183361566763
4.944	1.87663425446607
13.3728333333333	1.6686287836147
0.240333333333333	1.68634159852093
2.60933333333333	1.90004916087186
0	1.71627603461463
1.78533333333333	1.7068397756198
0.7725	2.23437496359974
0	1.24902293897037
1.66516666666667	1.55813976474006
4.3775	0.931129435352122
2.369	1.72183466294378
0.0858333333333333	1.4738832760846
0.0515	1.20239537405843
0.171666666666667	1.23303483353106
0	1.35533460003439
0.0171666666666667	1.76969161376151
0.326166666666667	1.55105198254051
0	1.91696735459307
0.618	1.46951963624789
1.236	1.59534501761301
0.927	0.94057660434772
1.25316666666667	1.21276027183912
0.8755	1.41203178214667
0.103	1.15163026388552
2.69516666666667	1.47878362244875
3.84533333333333	1.06044610473348
0	0.938513206446805
0	1.79899378055845
0	0.959514648768467
0	1.93520927630306
0.0343333333333333	0.996135169353766
0.377666666666667	1.15262849090257
1.78533333333333	1.63027187237055
0.721	1.50268721873844
0.377666666666667	0.989847020744439
0.1545	1.05779846908529
0.326166666666667	1.71752975592874
0	1.56430072152076
2.18016666666667	1.07340183759326
0.0686666666666667	0.948758663029793
0.343333333333333	1.80391937217288
0.480666666666667	1.36688046869902
0.0171666666666667	1.48006501359278
0.206	1.44947733231617
1.5965	1.03738425219213
1.87116666666667	0.73090821898054
0.789666666666667	1.17627902504049
1.42483333333333	1.34037065773224
0.7725	0.994812131727884
1.37333333333333	0.978329212361704
1.61366666666667	1.69841996368668
0.0686666666666667	1.55913319335503
0.188833333333333	1.20164235986479
0.120166666666667	0.929673936385756
0.0515	1.04745706662905
0.377666666666667	0.832630099824584
0.0686666666666667	1.18335054372383
0	1.32227223711956
0.274666666666667	1.95674498131689
0	1.48376985437013
1.20166666666667	1.2529932456685
2.0085	1.0516102074343
0	1.22525332071693
0	1.30720569460667
0.0686666666666667	1.41734729336263
0.188833333333333	1.58222650063618
0.429166666666667	1.36536169110129
0	0.923106007755757
0.480666666666667	1.05806652690633
0.0686666666666667	1.50950794995241
0	1.03335367981781
0.377666666666667	1.10316871071938
0.103	1.59456389092523
0	1.18645779512504
0.0343333333333333	1.50755553432748
0.377666666666667	1.38513293236289
0.3605	1.07707953635907
1.99133333333333	1.34410692429454
0	1.17094374279895
0	1.33661628703444
0	0.666831777067119
0.8755	1.64868683060647
0.0171666666666667	1.60203622586175
0.789666666666667	0.787208258721351
0.429166666666667	1.05091342146355
0.497833333333333	0.706135716234553
0.858333333333333	1.08951472089824
0	1.17560485356692
0	1.30193454738644
0	1.03310671859285
0	1.50746748650457
0	1.95189081923807
0	1.2857415008159
0	1.36729058248077
0	1.36740234949584
0	1.76334205610182
0.2266	1.83322996406899
0	1.71218776875788
0	2.14359974226096
0.0206	1.37338379347775
0.6798	1.65299906636137
0.2472	1.65845512189391
0.0206	1.56574812885642
0	2.29436802295485
0	1.46399668256807
2.06	1.75377608555494
2.8634	1.960908675058
2.7398	1.33313116197219
2.2454	1.56069428609867
2.266	1.70582934011647
0.9682	1.28575917326907
0	1.68425720788678
0.0412	1.6538441018086
0.0618	1.74178218685823
0	1.91805464482791
0	1.35694582681426
1.133	1.86395312718128
0.0412	2.39516534037055
0.3296	2.5007387607209
0.4326	1.80479339167321
0.9682	1.8065232475151
0.5768	1.48883733863186
1.1124	1.8235949871474
0	1.77556560355895
3.27883333333333	1.38720231842734
1.21883333333333	1.49634011643913
0.600833333333333	1.83717965231097
3.79383333333333	1.45490899271093
1.63083333333333	1.83111330101407
5.42466666666667	1.58208486196014
1.73383333333333	1.8593635913283
0.429166666666667	1.71093142460855
0.0515	2.12213999157444
0	1.96906250371099
0.0686666666666667	2.00960478518121
2.09433333333333	1.77548913741978
1.87116666666667	1.79038618188179
0.223166666666667	2.14385639006661
0.635166666666667	1.84586227702824
1.11583333333333	2.09090412988025
1.81966666666667	1.86710659440978
0.188833333333333	1.67800937417125
0.0515	2.71802037170835
0	1.74989992167636
0.2575	2.4444648031047
1.854	1.34609976064269
8.2915	1.65354817021989
0.635166666666667	2.42485074206451
0.3605	2.32545776616439
0.0515	2.63336246938242
0.223166666666667	3.01091450460803
0.0343333333333333	2.44478322134293
13.4758333333333	2.39419775360965
0.7725	2.18994673828036
0	2.60686058498652
0	2.84738029304345
0.412	2.82199705896138
0.120166666666667	2.77618796661179
0	2.59274203582334
0.206	2.59357957917789
0.703833333333333	1.92369379285642
0.944166666666667	1.97837495142477
0.0858333333333333	2.70137153821871
0.9785	2.01885847278817
7.60483333333333	2.38373904051744
3.43333333333333	2.02381001283197
6.386	2.36084281608699
1.78533333333333	2.56714983046736
0.892666666666667	2.34515421705867
0.0343333333333333	2.30221868125712
0.0171666666666667	3.20685893568729
0.0343333333333333	3.02614681963665
0.721	2.92239279636969
0	3.62743524498955
0.995666666666667	3.57819080519782
0.0515	3.72557007770658
0.0515	2.77390841485075
0.618	2.93039879865118
3.67366666666667	3.3394065007208
6.24866666666667	2.66749738860828
0.412	3.31683090829157
0.532166666666667	3.68349829611641
0	3.80686283514517
0	3.74296538027605
1.93983333333333	3.47711885789274
0	3.6556806033185
0.549333333333333	3.2148402265513
5.15	3.00331719615329
9.579	2.68824329882584
2.43766666666667	3.38807260297224
1.61366666666667	2.5879421823475
5.562	2.89449756516997
1.78533333333333	3.31401919767149
0.206	4.25659371204656
3.87966666666667	2.93553488504626
4.05133333333333	2.53461057323592
4.66933333333333	3.06346834377562
0.137333333333333	2.88521065254633
1.339	4.06972704576127
1.16733333333333	2.85717461951592
4.36033333333333	3.54970899533445
6.3345	3.52309727531124
0.738166666666667	3.58101186497179
2.91833333333333	2.75783057843875
1.47633333333333	3.39428792729093
0.291833333333333	3.61503207496374
0.223166666666667	3.13798711281374
1.06433333333333	3.33993252942527
2.14583333333333	3.7565424705054
0.171666666666667	3.16566912902476
3.79383333333333	2.93765259631179
1.1845	3.60349735749517
0.343333333333333	3.25402555356516
2.64366666666667	3.27139027144426
3.4505	3.75081652452461
0.549333333333333	3.4049985746901
1.52783333333333	4.37383022568163
3.51916666666667	4.08640946452634
1.06433333333333	3.19649711005678
3.48483333333333	3.2962875801426
1.06433333333333	3.60043340555056
3.193	3.20182812082214
6.91816666666667	3.22502000248959
4.9955	3.35744237549363
3.09	4.04971420449198
3.89683333333333	3.52100926928853
3.82816666666667	4.06777008349679
4.9955	3.13370056407668
9.44166666666667	3.86750816241656
0.137333333333333	4.07176495986657
0.721	3.14606944681863
1.854	3.67575349867083
1.71666666666667	3.71620687069541
1.4935	3.37658590647655
4.96116666666667	3.05315773583963
10.197	4.01877365361001
0.291833333333333	3.80686160844173
0.309	3.60711576385967
4.4805	3.09634208227525
20.085	3.33859946767537
1.73383333333333	3.34007709444103
2.02566666666667	3.67705824118989
1.27033333333333	3.94681302864626
0.515	3.88946506138304
0	4.98516048020582
8.961	4.48266830179676
2.40333333333333	4.12458682839436
6.35166666666667	3.78767407864667
1.66516666666667	3.5787098856536
1.83683333333333	4.10679461541477
1.30466666666667	4.17889535198833
2.987	3.44935132802504
7.313	4.43319031211688
2.575	4.47134206888595
6.16283333333333	3.21454651131561
2.45483333333333	3.27370345975645
1.97416666666667	3.39678966534693
4.12	3.14572248018769
10.4201666666667	3.05557325568211
1.76816666666667	3.28514116589657
2.48916666666667	4.07815111169097
0.137333333333333	4.13729343698965
1.11583333333333	3.91280937338163
3.27883333333333	3.19760381306237
1.71666666666667	3.66810312001769
7.313	2.87533741415079
2.19733333333333	3.7185880570254
6.26583333333333	3.71498036292593
4.25733333333333	4.03909339847983
0.0515	4.28148384448006
2.0085	4.02262980489069
0.8755	3.14409256792201
2.81533333333333	3.42180380601018
6.81516666666667	3.57836508880896
0.995666666666667	3.60114816539567
1.97416666666667	3.37317216479455
13.802	3.08922419929946
6.76366666666667	4.40094317395003
1.20166666666667	3.68022487180957
1.71666666666667	2.88574060491296
2.43766666666667	3.21205799213346
4.96116666666667	3.33882393642329
6.09416666666667	3.35605107493466
6.5405	3.15139571495829
1.51066666666667	3.20018689426514
4.77233333333333	3.47294551790436
0.274666666666667	3.37796867415037
0	3.91960136249627
3.57066666666667	3.79347070406442
0.755333333333333	3.24704946378531
2.678	3.57043618280602
6.386	3.33886574631004
0.944166666666667	2.50529271841546
3.27883333333333	3.01022759740703
6.93533333333333	3.1145788369034
6.05983333333333	3.13502834276487
3.74233333333333	3.52146408138557
15.038	2.93759947665822
11.9995	3.3838583765822
1.0815	3.64571952893217
4.738	3.89602186722837
2.12866666666667	3.66413592378615
1.40766666666667	3.09876739674032
3.708	3.61566174498773
1.3905	3.32958164733442
1.1845	3.96208203449426
0.0343333333333333	3.01077046120777
3.33033333333333	2.84665826337552
1.45916666666667	3.31803227791528
3.38183333333333	2.5247557059233
0.4635	3.12858845509837
0.0343333333333333	2.79711437910775
1.37333333333333	2.8538815177454
0.841166666666667	2.60357932327147
6.40316666666667	2.079544026187
0.583666666666667	2.63263979861414
0.291833333333333	3.1778916194292
2.472	2.64802226964085
5.23583333333333	2.61713758297593
5.8195	2.52394014430602
3.89683333333333	2.82470309013686
0.738166666666667	2.85612111606478
0	3.09169093445146
0.291833333333333	2.84334546567206
0.0686666666666667	3.33573211092243
0.549333333333333	2.80646986743892
0.206	2.60809742687002
0.0343333333333333	2.95370831245547
0.446333333333333	2.18768964821157
1.3905	1.9997192282408
0.8755	2.37669131353984
0.412	2.64364479183202
0.7725	2.17342252488128
2.4205	2.17871289305543
0.583666666666667	2.16116783402404
6.0255	1.5537447668951
5.39033333333333	1.56329446512303
1.71666666666667	2.02496021639457
0.309	2.27507788101943
3.21016666666667	2.67939591015507
1.01283333333333	2.24563463146305
1.5965	2.68429459363317
1.21883333333333	1.88981052341888
1.5965	1.74920111583664
0	1.9770022134748
1.52783333333333	2.2402707160037
2.71233333333333	1.64406457130831
0.892666666666667	1.4931968217158
1.76816666666667	1.57227163138377
0.274666666666667	1.85289962169753
1.40766666666667	2.18118606373378
0.755333333333333	1.49184828084304
0.309	2.0610645922453
0.995666666666667	2.28832564334257
0.137333333333333	2.18926572028764
1.04716666666667	1.74038604123974
0	2.28712106620961
1.27033333333333	1.97214988305524
0.1545	1.65104517602037
0.343333333333333	2.18942484893413
1.68233333333333	1.54424998966152
3.00416666666667	1.7338734433034
0.0515	2.26560136284352
0	2.03096199880346
0.635166666666667	2.14018685901252
0	1.94954000815146
0	1.71464662303104
0.9785	1.79531454575028
0.4635	1.96671855020711
5.21866666666667	1.7490283107627
1.01283333333333	1.4197577070386
0	1.92127928758351
2.79816666666667	1.5666211623115
0.0171666666666667	1.99464783610361
0.394833333333333	1.14790920325276
0.446333333333333	1.15751764527094
0.600833333333333	1.07107143348396
1.16733333333333	0.965825311962389
2.6265	1.27757269211403
0.103	1.67598738273077
0	1.56094300603882
0.0343333333333333	1.49091149697345
0.0515	1.50984649548584
0	2.20503204582843
0	1.81349596153835
0.0343333333333333	1.88420991500222
0	1.75925015685354
0	1.41811691738325
2.19733333333333	1.22087119678374
0.789666666666667	0.927030165327135
0.703833333333333	1.27801821521597
3.15866666666667	1.46972157853559
0.291833333333333	1.29820752100577
0	1.44275485820888
0.0343333333333333	1.46381948342111
0.240333333333333	1.64965266154074
0.0515	1.16993930728533
2.59216666666667	1.69339096615473
0.0171666666666667	2.05736289310576
0	1.108992929162
0	1.41391060041275
0	0.699788269870964
0	0.803431720249259
0	1.06868291549447
0.600833333333333	1.25344432728892
0.137333333333333	1.23090540644949
1.83683333333333	1.57988775985472
0	1.28952811648439
0.549333333333333	1.31315664090538
0.0515	1.56698947201915
0.0171666666666667	1.74636459247531
0.0858333333333333	1.21064609301185
0.223166666666667	1.01228837531446
0.171666666666667	0.853580319705853
0.480666666666667	1.21307946889114
0.240333333333333	1.29609022684065
0	1.02004810323189
0.0171666666666667	1.82406365461204
0	0.532832888047261
0.1545	1.02343023875638
0	1.11196274061048
0.0686666666666667	1.43105631783105
0	1.14954475115438
0.0515	1.68591784840837
0.3605	1.48482128882413
0.532166666666667	1.32877793826751
0.0171666666666667	1.10243331604697
0	1.44339412976016
0	1.22565577538024
0	1.1453441042248
0.326166666666667	1.26511162468035
0.4635	1.1219712113572
0.171666666666667	1.34474155692113
0.806833333333334	1.22737012893026
0	1.16596001865668
0	1.55522157778916
0	1.08245529950073
1.42483333333333	1.22124248131934
0.326166666666667	1.42083665621383
0	1.40125593886211
0	1.17850123752019
0.0171666666666667	1.37972162021348
0	1.33570786594788
0.188833333333333	1.61720457303285
0.188833333333333	0.502266143368593
0	1.51590841201002
0.0171666666666667	1.55498673280459
0	1.45630588194426
0.326166666666667	1.51149592065134
0.789666666666667	1.66622994202341
0.291833333333333	1.0092078027646
1.5965	1.54227058087267
0.0343333333333333	1.48336952604394
0.2575	1.54212018174296
0	1.78209260519667
0	1.31705401065076
0.120166666666667	0.702019818569499
2.2145	0.907502175717651
0.0686666666666667	1.01450649966589
0	1.44117534963076
0.120166666666667	1.29569539116586
0.0515	1.45528050990212
0.3605	0.60294278615298
2.24883333333333	1.59937586847736
6.91816666666667	1.26852873004896
1.16733333333333	1.32492854334373
0.223166666666667	1.62472649237327
0	1.23962717584981
0.223166666666667	1.35956909477697
0.5665	1.7237404970806
0.137333333333333	1.8008136737646
0.0171666666666667	1.35408314718074
2.04283333333333	1.29375155516398
0.343333333333333	1.35623758344872
2.3175	1.69197711820942
0.0343333333333333	2.10850976843759
0	1.67449891213947
0	1.48806549822989
0	1.6824246618729
0	1.60368992334193
0.0515	1.3455689255363
0	1.88952822506772
0	1.94389289690641
0	1.94810133512721
0.0343333333333333	2.34595446191976
0	1.72450479868212
0	1.98783476226061
0.8755	1.8717721589237
3.10716666666667	2.01455999401027
7.3645	1.84802991887062
1.40766666666667	1.50242703763292
3.02133333333333	1.51505339641215
2.91833333333333	1.7306743214338
0.326166666666667	2.13047718409947
1.42483333333333	1.62259239130451
2.1115	1.36181895116282
0	2.4239510882119
0	1.94747046523098
0	2.06288914388918
0.9785	1.75773779423597
6.42033333333333	2.06932916542273
0.497833333333333	2.25947239005468
0.480666666666667	2.38374140302632
0	2.72524265438527
0.652333333333333	1.58929084523117
1.06433333333333	1.89397352638082
5.37316666666667	2.13536476719113
4.13716666666667	2.07276588032152
0.343333333333333	1.86444604254094
1.32183333333333	2.02625259745066
0.3605	2.18383527002314
1.71666666666667	1.80706046362068
0.0171666666666667	2.81234484885693
0	2.35968640463105
0.1545	2.51490308908066
0.703833333333333	2.196819910482
1.8025	2.45976821082771
0	2.673577676794
0.0171666666666667	2.330622510822
0.0515	3.39525620073538
0.309	2.61724652219887
0.240333333333333	3.23645917394821
5.69933333333333	2.32254235944247
0.5665	3.26857887602382
0.0686666666666667	3.17563734309499
8.30866666666667	2.54518854180956
1.73383333333333	2.51257750546425
0.0686666666666667	2.47832601429136
1.4935	2.07386648757115
0.0343333333333333	3.20306943742438
4.20583333333333	3.09653373968331
0.480666666666667	3.43731151791129
0	3.12880071733308
0	3.44929890387572
0.394833333333333	3.07350062564584
0.394833333333333	2.86500290483956
1.15016666666667	1.86583251908202
0.480666666666667	2.0437005726476
0.120166666666667	2.97805009329947
0.635166666666667	3.64789065744793
2.0085	2.8061766712162
1.6995	3.24478655586745
2.18016666666667	3.62544586079207
6.8495	3.05530979155992
0.635166666666667	3.48412284137274
5.23583333333333	3.14120035305776
0.171666666666667	3.5867562995405
0.618	3.10453060738257
0.0686666666666667	3.41367693916021
1.99133333333333	3.2647722654762
1.09866666666667	3.18910102324713
1.27033333333333	3.01907678774101
0	3.52381983733911
0.618	3.42550998309522
0	4.07827984539113
0.171666666666667	4.05398910462407
0.600833333333333	3.39461496100973
9.064	3.48506445355952
2.14583333333333	2.38358191556602
5.7165	3.20262576867247
0	4.07274363762312
0	4.36704411263103
1.133	4.17905747541174
3.296	3.5069419314335
0.927	3.3934688523583
2.30033333333333	3.38565058092389
2.12866666666667	4.05927517836008
3.399	3.18031596609687
1.06433333333333	3.27401440267498
2.884	2.97263086199022
0.223166666666667	3.69649457279473
0.4635	3.68984696220024
1.6995	4.10377409408129
1.56216666666667	4.07654605434491
3.82816666666667	3.286801370601
1.11583333333333	3.51450068687473
5.18433333333333	3.00924986575413
7.12416666666667	3.67266167860847
5.73366666666667	3.86341656977631
0.8755	4.198335692582
0.309	4.29442137785554
0.274666666666667	3.72874550762478
0	4.49001919801564
2.14583333333333	4.32180284748243
0.0171666666666667	4.68733055288758
0.618	4.26683935543285
38.7623333333333	4.13087714195477
17.6988333333333	3.70193774028621
5.7165	3.96852679336487
0.9785	4.45676917727426
1.35616666666667	3.91336397861309
2.19733333333333	3.82239353038579
1.01283333333333	3.45355387499548
0.841166666666667	3.94263785710889
2.33466666666667	3.97846841017588
5.42466666666667	3.4615806722303
1.51066666666667	3.73815160629614
2.07716666666667	3.72404696982466
0.223166666666667	3.78258650481886
0.618	4.41070190525551
0.6695	4.50862807104475
0.223166666666667	5.27248295741025
0	4.87833698793423
5.01266666666667	3.72335524199902
2.0085	3.93192543725693
1.37333333333333	3.88280391517014
7.6735	3.70760427943968
2.64366666666667	3.76227931537158
0.806833333333333	4.47768268065859
9.92233333333333	3.53654212132978
1.15016666666667	3.78393605919012
4.56633333333333	3.88984691014136
3.82816666666667	3.98120968392132
1.957	3.66323317343048
2.86683333333333	3.57557160255818
7.622	3.80563497381307
6.36883333333333	3.14619601640639
2.38616666666667	3.11540788564522
2.12866666666667	3.52051483274017
1.0815	3.58941502147247
5.3045	3.76458182039339
9.373	3.95161431197592
2.69516666666667	4.02940877396397
7.03833333333333	3.77006603009633
1.93983333333333	3.93784508666008
0.291833333333333	3.8784944916747
2.678	4.14369009753353
3.15866666666667	3.84048349390957
0.738166666666667	4.50572725368099
2.987	4.16425588362864
5.63066666666667	4.40622236647831
1.99133333333333	4.41782139639465
0.583666666666667	3.64214743416699
3.07283333333333	4.03024507944313
11.2441666666667	4.20967958865335
1.92266666666667	4.20852554518148
3.811	3.25342905354767
1.01283333333333	3.76012211062483
5.6135	3.05631884348776
7.07266666666667	3.36952408318242
0.824	3.6065394153791
4.3775	3.29924109243081
1.20166666666667	3.45218969674935
6.72933333333333	3.25492271024999
1.236	3.53508753494658
3.708	3.29888447550178
2.266	3.06855007082471
5.39033333333333	3.45831323529886
7.519	3.70211216601671
1.06433333333333	3.62019563460525
5.57916666666667	4.01716813689085
3.26166666666667	4.10841712732962
17.8533333333333	3.3681825879503
5.49333333333333	3.05161968425863
3.12433333333333	3.54472679439474
1.47633333333333	3.63127644918801
2.33466666666667	2.57012157197457
5.37316666666667	2.51879707858225
2.43766666666667	2.7253361105292
5.3045	2.85492370066893
4.51483333333333	3.57464476550846
1.27033333333333	3.75417134218386
2.48916666666667	2.56768909535522
18.5056666666667	2.87861749435536
0.274666666666667	3.87571176430535
0.0171666666666667	3.24466054397224
0.635166666666667	3.26753339399931
1.751	2.79794405722965
3.98266666666667	3.00900681333751
0.635166666666667	3.27237916318531
0.429166666666667	3.69098048180922
0.892666666666667	3.6482511891606
2.369	3.24828161571779
10.3686666666667	3.37237265790769
1.32183333333333	3.59595755126846
4.90966666666667	2.9377481941965
3.22733333333333	2.33142068168517
1.15016666666667	2.6514433044423
